compound index,SMILES,PMID,animal type,gender,animal weight (g),injection dosage (μCi),logBB at60min,brain at60min,blood at60min,liver at60min,lung at60min,kidney at60min,muscle at60min,spleen at60min,intestine at60min,bone at60min,stomach at60min,uterus at60min,heart at60min,fat at60min,pancreas at60min,ref No,DOI
1011-18F Biotion1,O=C(CCCC[C@H]1SC[C@@H]2NC(=O)N[C@@H]21)NCCCF,7931672,SD rat,male,138.0,115000.0,,,0.14,0.13,0.11,0.23,0.78,0.14,,2.94,,,0.14,,,1011,
1011-18F Biotion2,O=C1N[C@H]2[C@H](CS[C@@H]2CCCCCF)N1,7931672,SD rat,male,138.0,115000.0,,,0.3,0.42,0.58,0.57,0.35,0.26,,1.17,,,0.28,,,1011,
1012-18F3a,FCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,22264022,BALB/c mouse,,19.0,19.98,,,0.19,1.3,3.7,12.68,4.53,2.94,11.29,7.3,5.58,,23.2,,10.09,1012,10.1021/bc2004439
1013-18F1,CN(C)c1ccc(/C=C/c2cn(CCF)nn2)cc1,22236086,ICR mouse,male,28.0,30.0,-0.89,0.52,1.27,3.47,1.04,3.7,0.51,0.6,,0.94,,,0.81,,,1013,10.1021/jm201400q
1013-18F5,COc1cc(/C=C/c2ccc(OCCCF)cc2)cc(OC)c1,22236086,ICR mouse,male,28.0,30.0,0.97,1.13,0.43,2.47,1.08,2.76,0.74,0.84,,9.73,,,0.56,,,1013,10.1021/jm201400q
1015-18F12a,CNc1ccc(/C=C/c2ccc(OCCOCCF)cc2)cc1,16253804,ICR mouse,male,24.0,7.5,-0.44,1.61,2.51,13.2,3.04,5.68,1.45,1.48,,1.77,,,2.13,,,1015,10.1016/j.nucmedbio.2005.06.001
1015-18F12b,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)cc2)cc1,16253804,ICR mouse,male,24.0,7.5,0.24,2.6,2.04,,,,,,,1.71,,,,,,1015,10.1016/j.nucmedbio.2005.06.001
1015-18F12c,CNc1ccc(/C=C/c2ccc(OCCOCCOCCOCCF)cc2)cc1,16253804,ICR mouse,male,24.0,7.5,-0.41,1.2,1.81,,,,,,,0.98,,,,,,1015,10.1016/j.nucmedbio.2005.06.001
1015-18F12d,CNc1ccc(/C=C/c2ccc(OCCOCCOCCOCCOCCF)cc2)cc1,16253804,ICR mouse,male,24.0,7.5,-0.49,1.77,2.89,,,,,,,1.66,,,,,,1015,10.1016/j.nucmedbio.2005.06.001
1019-18F3a,Nc1ccc(/N=C/c2ccc(F)cc2)cc1,19217522,ICR mouse,male,28.0,1.5,,,,,,,,,,,,,,,,1019,10.1016/j.nucmedbio.2008.11.004
1019-18F3b,CNc1ccc(/N=C/c2ccc(F)cc2)cc1,19217522,ICR mouse,male,28.0,1.5,,,,,,,,,,,,,,,,1019,10.1016/j.nucmedbio.2008.11.004
1019-18F3c,CN(C)c1ccc(/N=C/c2ccc(F)cc2)cc1,19217522,ICR mouse,male,28.0,1.5,,,,,,,,,,,,,,,,1019,10.1016/j.nucmedbio.2008.11.004
1019-18F3d,Oc1ccc(/N=C/c2ccc(F)cc2)cc1,19217522,ICR mouse,male,28.0,1.5,,,,,,,,,,,,,,,,1019,10.1016/j.nucmedbio.2008.11.004
1019-18F3e,COc1ccc(/N=C/c2ccc(F)cc2)cc1,19217522,ICR mouse,male,28.0,1.5,,,,,,,,,,,,,,,,1019,10.1016/j.nucmedbio.2008.11.004
1019-18F3f,O=C(O)c1cc(/N=C/c2ccc(F)cc2)ccc1O,19217522,ICR mouse,male,28.0,1.5,,,,,,,,,,,,,,,,1019,10.1016/j.nucmedbio.2008.11.004
1026-218F,O=C(NC1CCN(Cc2ccc(F)cc2)CC1)c1ccc(I)cc1,9257332,SD rat,female,160.0,17.0,4.04,1.31,0.02,7.0,2.04,1.66,0.16,2.27,,0.53,,,0.48,0.74,,1026,10.1016/S0969-8051(97)00001-2
1031-18F5,CCN1CCC[C@H]1CNC(=O)c1cc(CCF)cc2c1OCC2,,Wistar rat,male,215.0,13.5,-0.49,0.05,0.08,0.36,0.18,0.31,,,0.22,1.05,,,0.12,,,1031,10.1002/jlcr.2580331204
1033-18F5,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(OCCF)cc1,24900360,Wistar rat,male,215.0,13.5,,,,,,,,,,,,,,,,1033,10.1021/ml1002458
1033-18F6,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(OCCCF)cc1,24900360,SD rat,,350.0,25000.0,,,,,,,,,,,,,,,,1033,10.1021/ml1002458
1033-18F7,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1cccc(OCCF)c1,24900360,SD rat,,350.0,25000.0,,,,,,,,,,,,,,,,1033,10.1021/ml1002458
1035-18F19,FCCOc1ccc(CN2CCC3(CC2)OCc2ccccc23)cc1,23566245,ICR mouse,male,20.0,10.0,2.43,9.1,0.8,13.87,25.21,10.87,4.41,8.52,7.81,4.27,0.9,,10.74,,,1035,10.1021/jm301734g
1035-18F23,FCCOCCOCCOc1ccc(CN2CCC3(CC2)OCc2ccccc23)cc1,23566245,ICR mouse,male,20.0,10.0,0.32,4.63,3.35,6.32,3.73,4.37,2.64,5.43,4.68,4.51,1.45,,3.43,,,1035,10.1021/jm301734g
1037B-18F3,FCCCCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21,21618432,CD-1 mouse,,23.0,2162.4,0.87,1.45,0.61,5.4,4.92,5.23,1.29,6.63,15.9,5.37,4.59,,2.49,,10.1,1037B,10.1002/cmdc.201100108
1038-18F1,FCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21,22136765,CD-1 mouse,,,8.1,2.4,3.1,0.28,3.98,8.32,6.03,0.97,5.3,14.44,1.75,1.77,,2.96,2.02,9.27,1038,10.1016/j.bmc.2011.11.002
1039-18F10,FCCOCCOCCOc1ccc(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,23199475,ICR mouse,male,20.0,20.0,-0.77,0.84,1.82,2.27,1.55,3.91,0.98,1.18,5.65,1.35,1.05,,1.26,,,1039,10.1016/j.bmc.2012.10.038
1039-18F6,FCCOc1ccc(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,23199475,ICR mouse,male,20.0,20.0,1.55,5.23,1.11,7.66,5.77,6.13,2.05,4.92,8.0,3.2,1.97,,2.99,,,1039,10.1016/j.bmc.2012.10.038
1041-18F3d,Fc1ccc(CN2CCN(c3ccc4c(c3)OCCO4)CC2)cn1,22039961,Wistar rat,,240.0,50.0,,,,,,,,,,,,,,,,1041,10.1021/jm200762g
1042-18FI,O=[N+]([O-])c1nccn1CC(O)CF,3021662,SD rat,,350.0,0.0,0.0,0.27,0.27,0.49,0.29,0.43,0.29,0.28,,0.12,,,0.29,,,1042,10.1016/0883-2889(86)90079-1
1042-18FII,O=[N+]([O-])c1nccn1CCF,3021662,SD rat,,350.0,0.0,-0.04,0.24,0.25,0.84,0.24,0.58,0.21,0.25,,0.13,,,0.26,,,1042,10.1016/0883-2889(86)90079-1
1042-18FIII,Cc1ncc([N+](=O)[O-])n1CCF,3021662,SD rat,,350.0,0.0,0.0,0.29,0.29,0.54,0.29,,0.3,0.31,,0.11,,,0.3,,,1042,10.1016/0883-2889(86)90079-1
1043-125I-1,CS(=O)(=O)N1CCC(Oc2ccc(CC(=O)N3CCC(N4C(=O)CCc5ccccc54)CC3)c(OC/C=C\I)c2)CC1,22425346,SD rat,female,190.0,,-2.62,0.04,0.55,3.09,1.45,0.69,0.23,,,,,0.45,0.54,,,1043,10.1016/j.bmc.2012.02.019
1043-125I-2,CS(=O)(=O)N1CCC(Oc2ccc(CC(=O)N3CCC(N4C(=O)CCc5ccccc54)CC3)c(OC/C=C/I)c2)CC1,22425346,SD rat,female,190.0,,-2.77,0.02,0.32,3.01,0.66,0.46,0.15,,,,,0.31,0.39,,,1043,10.1016/j.bmc.2012.02.019
1043-18F3,CS(=O)(=O)N1CCC(Oc2ccc(CC(=O)N3CCC(N4C(=O)CCc5ccccc54)CC3)c(OCCF)c2)CC1,22425346,SD rat,female,190.0,,-0.69,0.02,0.04,0.98,0.1,0.08,0.03,,,0.03,,,0.07,,,1043,10.1016/j.bmc.2012.02.019
1047-1-18FFDFrc,OC1COC(O)(CF)C(O)C1O,8535332,Wistar rat,female,280.0,0.65,-1.35,0.07,0.27,0.23,0.32,0.82,,,0.27,0.14,,,0.26,,0.2,1047,10.1016/0969-8051(95)00018-s
1048-1-18F4,CC(=O)[C@@H](c1ccc(O)cc1)[C@H](CCF)c1ccc(O)cc1,9234261,SD rat,female,50.0,50.0,,,0.14,0.94,,0.63,0.19,0.08,,0.26,,2.54,,0.39,,1048,10.1016/0969-8051(94)90126-0
1048-1-18F5,CC[C@H](c1ccc(O)cc1)[C@@H](C(=O)CF)c1ccc(O)cc1,9234261,SD rat,female,50.0,50.0,,,0.22,0.86,,0.94,0.39,0.23,,0.57,,3.02,,0.36,,1048,10.1016/0969-8051(94)90126-0
1050-18F1,C[C@]12CCC3c4ccc(O)cc4CCC3C1C[C@@H](F)[C@@H]2O,39237956,SD rat,female,55.0,50.0,,,0.14,1.29,0.17,0.81,0.17,0.11,,0.17,,4.67,,,,1050,
1050-18F2,CC12CCC3c4ccc(O)cc4CCC3C1C[C@H](F)[C@@H]2O,39237956,SD rat,female,55.0,50.0,,,0.26,1.56,0.24,0.86,0.14,0.1,,0.45,,2.99,,,,1050,
1050-18F3,CCC(c1ccc(O)cc1)C(CF)c1ccc(O)cc1,39237956,SD rat,female,55.0,50.0,,,0.38,1.56,0.35,1.19,0.38,0.17,,0.28,,4.77,,,,1050,
1050-18F4,CCC(c1ccc(O)cc1)C(CCF)c1ccc(O)cc1,39237956,SD rat,female,55.0,50.0,,,0.4,1.25,0.45,0.93,0.37,0.19,,1.1,,6.17,,,,1050,
1051-18F4,COCCc1ccc(OCC(O)CN)cc1,8395276,Wistar rat,male,190.0,5.4,,,,,,,,,,,,,,,,1051,10.1016/0969-8051(93)90033-Q
1054-18F-1,C[C@]12C[C@H](F)C3C(CC[C@H]4CC(=O)CC[C@]34C)C1CC[C@@H]2O,7877147,SD rat,male,166.0,41.0,,,0.09,1.16,0.11,0.42,0.06,0.05,,0.06,,,,0.06,,1054,10.1021/jm00005a009
1054-18F-2,C[C@]12C[C@H](F)C3C(CC[C@H]4CC(=O)CC[C@H]34)C1CC[C@@H]2O,7877147,SD rat,male,166.0,41.0,,,0.09,1.81,0.12,0.46,0.06,0.06,,0.07,,,,0.07,,1054,10.1021/jm00005a009
1056-11C4,COc1cccc2c1C1c3cccc[n+]3C2CC1(c1cccs1)c1cccs1.[Br-],,ddY mouse,,25.0,167.59,,,,,,,,,,,,,,,,1056,10.1002/(SICI)1099-1344(20000330)43:4<375::AID-JLCR324>3.0.CO;2-Q
1056-18F2,FCCc1ccc([C@@]2(c3cccs3)CC3c4ccccc4C2[n+]2ccccc23)s1.[Br-],,ddY mouse,,25.0,167.59,,,,,,,,,,,,,,,,1056,10.1002/(SICI)1099-1344(20000330)43:4<375::AID-JLCR324>3.0.CO;2-Q
1056-18F3,FCCc1ccc([C@]2(c3cccs3)CC3c4ccccc4C2[n+]2ccccc23)s1.[Br-],,ddY mouse,,25.0,167.59,,,,,,,,,,,,,,,,1056,10.1002/(SICI)1099-1344(20000330)43:4<375::AID-JLCR324>3.0.CO;2-Q
1059-18F7,O=C(O)CCCCCCCCCCCCCCc1ccc(OCCF)cc1,21070001,SD rat,male,210.0,23.0,-1.72,0.1,0.56,0.81,0.95,1.02,0.21,0.57,,,,,0.86,,0.42,1059,10.1021/bc100343h
1060-18F-F,O=C(O)CS(=O)CCCCCCCCCC(F)C(=O)O,1629027,NMRI mouse,male,28.0,5.51,,,0.18,0.21,0.34,0.34,,,,17.6,,,0.2,,,1060,10.1016/0883-2897(92)90124-H
1060-4FDA,CCCCCCC(F)CCC(=O)O,1629027,NMRI mouse,male,28.0,5.51,,,3.97,2.6,1.8,8.5,,,,4.6,,,1.9,,,1060,10.1016/0883-2897(92)90124-H
1060-F3THA,CCCC(F)CCCCCCCCCSCC(=O)O,1629027,NMRI mouse,male,28.0,0.55,,,2.17,12.6,2.7,5.9,,,,6.8,,,2.3,,,1060,10.1016/0883-2897(92)90124-H
1060-FDMTTA,CC(C)(CF)CCCCCCCCCSCC(=O)O,1629027,NMRI mouse,male,28.0,0.55,,,1.33,2.0,1.8,1.6,,,,7.3,,,1.4,,,1060,10.1016/0883-2897(92)90124-H
1060-FTPA,O=C(O)CSCCCCCCCCCCCCF,1629027,NMRI mouse,male,28.0,0.55,,,0.38,1.8,1.2,2.5,,,,12.8,,,1.0,,,1060,10.1016/0883-2897(92)90124-H
1063-18F-2a,C[C@]12CCC3c4ccc(O)cc4C[C@@H](CCCCCCCCCSCCCC(F)(F)C(F)(F)F)C3C1C[C@@H](F)[C@@H]2O,15246359,SD rat,female,80.0,50.0,-3.94,0.06,3.1,41.1,6.46,2.32,0.49,23.2,,1.45,,1.83,,0.34,,1063,10.1016/j.nucmedbio.2004.02.010
1063-18F-2b,C[C@]12CCC3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1C[C@@H](F)[C@@H]2O,15246359,SD rat,female,80.0,50.0,-1.4,0.15,0.61,9.7,3.16,4.37,1.52,1.57,,1.34,,3.37,,1.32,,1063,10.1016/j.nucmedbio.2004.02.010
1063-18F-2c,C[C@]12CCC3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)(=O)CCCC(F)(F)C(F)(F)F)C3C1C[C@@H](F)[C@@H]2O,15246359,SD rat,female,80.0,50.0,-1.35,0.14,0.54,7.95,2.08,2.56,1.58,1.47,,1.46,,2.68,,1.63,,1063,10.1016/j.nucmedbio.2004.02.010
1063-FES,C[C@]12CCC3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CC[C@@H]2O,15246359,SD rat,female,80.0,50.0,-0.86,0.08,0.19,1.4,0.38,1.71,0.33,0.36,,0.3,,11.75,,0.67,,1063,10.1016/j.nucmedbio.2004.02.010
1065A-11C-Octanoate,CCCCCCCC(=O)O,2096916,SD rat,,175.0,9100.0,,,0.2,0.79,0.51,,0.14,,,,,,0.24,,,1065A,10.1021/bc00004a002
1065A-11C-Palmitate,CCCCCCCCCCCCCCCCC(=O)O,2096916,SD rat,,175.0,9100.0,,,0.19,4.19,1.81,,0.33,,,0.41,,,1.7,,,1065A,10.1021/bc00004a002
1065A-16-18F-Fluoropalmitate,O=C(O)CCCCCCCCCCCCCCCCF,2096916,SD rat,,175.0,9100.0,,,0.27,3.06,1.11,,0.28,,,1.08,,,0.66,,,1065A,10.1021/bc00004a002
"1065A-6,6,16-16-18F-Trifluoropalmita",C=C(C)CCCCC(F)(F)CCCCCCCCCCF,2096916,SD rat,,175.0,17600.0,,,0.37,5.12,1.23,,0.3,,,1.28,,,0.76,,,1065A,10.1021/bc00004a002
"1065A-7,7,16-16-18F-Trifluoropalmita",O=C(O)CCCCCC(F)(F)CCCCCCCCCF,2096916,SD rat,,175.0,4800.0,,,0.44,2.16,0.94,,0.3,,,1.87,,,0.45,,,1065A,10.1021/bc00004a002
1065C-3-MFHA,CC(CCCCCCCCCCCCCCCF)CC(=O)O,8782241,Wistar rat,male,170.0,459.0,-0.61,0.18,0.33,1.14,0.4,0.63,,,,0.98,,,1.09,,,1065C,10.1016/0969-8051(95)02084-5
1065C-5-MFHA,CC(CCCCCCCCCCCCCF)CCCC(=O)O,8782241,Wistar rat,male,170.0,459.0,-0.85,0.15,0.35,1.41,1.04,0.76,,,,0.81,,,1.19,,,1065C,10.1016/0969-8051(95)02084-5
1065C-FPA,O=C(O)CCCCCCCCCCCCCCCCF,8782241,Wistar rat,male,170.0,459.0,-0.34,0.22,0.31,1.19,0.8,1.0,,,,1.82,,,0.51,,,1065C,10.1016/0969-8051(95)02084-5
1066A-18Fendo-10a,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@H]43)C1C[C@H]1OC(c3ccoc3)O[C@]12C(=O)CF,7830275,SD rat,female,50.0,70.0,0.41,0.57,0.38,2.4,2.38,1.66,0.59,,,1.11,,6.8,,2.16,,1066A,10.1021/jm00002a014
1066A-18Fendo-10b,CC1(c2ccoc2)O[C@@H]2CC3C4CCC5=CC(=O)CC[C@@H]5C4CC[C@]3(C)[C@]2(C(=O)CF)O1,7830275,SD rat,female,50.0,70.0,0.59,0.58,0.32,1.26,1.92,1.59,0.64,,,1.15,,6.51,,2.86,,1066A,10.1021/jm00002a014
1066A-4,CC[C@@H]1CC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@]2(C)C1C(=O)CF,7830275,SD rat,female,50.0,70.0,0.92,0.63,0.25,3.34,0.47,1.05,0.42,,,3.18,,6.43,,3.56,,1066A,10.1021/jm00002a014
1066A-5,CC(=O)[C@@]12OC(C)(c3cccc(F)c3)O[C@@H]1CC1C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]12C,7830275,SD rat,female,50.0,70.0,0.18,0.56,0.47,3.41,1.3,2.18,0.82,,,1.76,,3.08,,5.76,,1066A,10.1021/jm00002a014
1066A-6,CC1(c2cccc(F)c2)O[C@@H]2CC3C4CCC5=CC(=O)CC[C@@H]5C4CC[C@]3(C)[C@]2(C(=O)CO)O1,7830275,SD rat,female,50.0,70.0,0.27,0.34,0.26,4.25,0.6,1.42,0.44,,,0.62,,3.65,,3.53,,1066A,10.1021/jm00002a014
1067A-18F-FENP,CC[C@@H]1CC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@]2(C)C1C(=O)CF,8487253,SD rat,female,86.0,34.0,0.92,0.63,0.25,3.34,0.47,1.05,0.42,,,3.18,,6.43,,3.56,,1067A,10.1021/jm00061a002
1067A-18F4,CC(=O)[C@@]12O[C@](C)(c3ccc(F)cc3)O[C@@H]1CC1C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]12C,8487253,SD rat,female,86.0,34.0,0.18,0.56,0.47,3.41,1.3,2.18,0.82,,,1.76,,3.08,,5.76,,1067A,10.1021/jm00061a002
1067A-18F5,C[C@@]1(c2ccc(F)cc2)O[C@@H]2CC3C4CCC5=CC(=O)CC[C@]5(C)C4CC[C@]3(C)[C@]2(C(=O)CO)O1,8487253,SD rat,female,86.0,34.0,0.27,0.34,0.26,4.25,0.6,1.42,0.44,,,0.62,,3.65,,3.53,,1067A,10.1021/jm00061a002
1067A-18FFENP,CO[C@@H]1CC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@]2(C)C1C(=O)CF,8487253,SD rat,female,86.0,34.0,0.92,0.63,0.25,3.34,0.47,1.05,0.42,,,3.18,,6.43,,3.56,,1067A,10.1021/jm00061a002
1069A-18F-11,O=C1C=C2CCC3C(=C2CC1)C=CC1C3CC[C@@]1(O)CF,1569482,SD rat,male,175.0,100.0,,,0.23,1.48,0.29,0.69,0.22,0.19,,0.18,,,,0.33,,1069A,
1069A-18F-2,C[C@]12CCC(=O)CC1CCC1C2CC[C@@]2(C)C1C[C@H](F)[C@@H]2O,1569482,SD rat,male,175.0,100.0,,,0.08,0.51,0.12,0.29,0.06,0.09,,1.86,,,,0.04,,1069A,
1069A-18F-4,C[C@]12CCC(=O)C=C1CCC1C2CC[C@@]2(C)C1C[C@H](F)[C@@H]2O,1569482,SD rat,male,175.0,100.0,,,0.14,0.85,0.13,0.37,0.07,0.08,,2.12,,,,0.07,,1069A,
1069A-18F-6,C[C@@H]1CC2=CC(O)CC[C@@H]2C2CC[C@@]3(C)C(CC(F)[C@]3(C)O)C21,1569482,SD rat,male,175.0,100.0,,,0.16,1.32,0.24,0.55,0.18,0.15,,0.35,,,,0.41,,1069A,
1069A-18F-7,C[C@@H]1CC2=CC(O)CC[C@@H]2C2CC[C@@]3(C)C(CC(F)[C@@]3(O)F)C21,1569482,SD rat,male,175.0,100.0,,,0.12,0.52,0.16,0.43,0.11,0.1,,1.85,,,,0.1,,1069A,
1069A-18F-9,C[C@H]1CC2=CC(O)CC[C@@H]2C2CC[C@@]3(C)C(CC(F)[C@@]3(O)F)C21,1569482,SD rat,male,175.0,100.0,,,0.15,0.99,0.14,0.96,0.08,0.06,,0.27,,,,0.15,,1069A,
1073-18F1,O=C(O)CCCCSCCCCCCCCCCCn1cc(CCF)nn1,19530707,ICR mouse,male,27.0,81.0,,,0.73,4.73,3.09,2.66,,,,1.19,,,3.01,,,1073,10.1021/bc800472a
1075-18F-2,O=C(O)CCSCCCCCCCCCCCCF,23153307,SD rat,female,200.0,28.4,,,,,,,,,,,,,,,,1075,10.1021/jm301345v
1075-18F-3,O=C(O)CCSCCCC/C=C\CCCCCCCCF,23153307,SD rat,female,200.0,28.4,,,,,,,,,,,,,,,,1075,10.1021/jm301345v
1075-18F-4,O=C(O)CCSCCCCCCCCCCCCCCF,23153307,SD rat,female,200.0,28.4,,,,,,,,,,,,,,,,1075,10.1021/jm301345v
1075-18F-5,O=C(O)CCCCSCCCCCCCCCCCCF,23153307,SD rat,female,200.0,28.4,,,,,,,,,,,,,,,,1075,10.1021/jm301345v
1076-18F-FBHGal,O=C(NCCCCCCO[C@@H]1OC(CO)[C@H](O)C(O)[C@@H]1O)c1ccc(F)cc1,23321012,C57BL/6 mouse,male,23.0,100.0,,,,,,,,,,,,,,,,1076,10.1016/j.bmc.2012.12.022
1077-18F-2,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCC1C2[C@@H](O)C[C@@]2(C)C1CC[C@]2(O)C(=O)CF,15713375,Wistar rat,male,184.0,50.0,1.39,0.24,0.06,1.44,0.6,0.66,0.32,0.41,,0.33,,,0.61,0.63,0.85,1077,10.1016/j.bmcl.2005.01.033
1078-18F-2'-FCH2-MPTP,CN1CC=C(c2ccccc2CF)CC1,8487266,Wistar rat,male,275.0,100.0,0.74,0.65,0.31,0.72,1.6,0.94,0.3,0.93,0.88,2.22,,,1.88,,,1078,10.1021/jm00061a021
1080-18F-AV-45,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,21452846,ICR mouse,male,23.0,25.0,,,,,,,,,,,,,,,,1080,10.1021/bc1004262
1080-18F23,CNc1ccc(/C=C/c2ccc(OCCOCCOCCNC(=O)CO/N=C/c3ccc(OCCOCCOCCF)cc3)nc2)cc1,21452846,ICR mouse,male,23.0,25.0,,,,,,,,,,,,,,,,1080,10.1021/bc1004262
1080-18F24,CNc1ccc(/C=C/c2ccc(OCCOCCOCCOCCOCCOCCNC(=O)CO/N=C/c3ccc(OCCOCCOCCF)cc3)nc2)cc1,21452846,ICR mouse,male,23.0,25.0,,,,,,,,,,,,,,,,1080,10.1021/bc1004262
1081-18F-1,CN(C)Cc1cc(OCCF)ccc1Sc1ccccc1N,19690040,SD rat,male,285.0,51.0,,,,,,,,,,,,,,,,1081,10.2967/jnumed.108.060723
1081-18F-2,CCCCOc1ccc(Sc2ccccc2N)c(CN(C)C)c1,19690040,SD rat,male,285.0,51.0,,,,,,,,,,,,,,,,1081,10.2967/jnumed.108.060723
1081-18F-3,CCCCCOc1ccc(Sc2ccccc2N)c(CN(C)C)c1,19690040,SD rat,male,285.0,51.0,,,,,,,,,,,,,,,,1081,10.2967/jnumed.108.060723
1081-18F-4,CN(C)Cc1cc(OCCCCCF)ccc1Sc1ccccc1N,19690040,SD rat,male,285.0,51.0,,,,,,,,,,,,,,,,1081,10.2967/jnumed.108.060723
1082A-18F28,CN(C)Cc1cc(OCCF)ccc1Sc1ccccc1N,18052090,SD rat,,200.0,55.0,,,,,,,,,,,,,,,,1082A,10.1021/jm070685e
1082A-18F29,CN(C)Cc1cc(OCCF)ccc1Sc1ccc(F)cc1N,18052090,SD rat,,200.0,55.0,,,,,,,,,,,,,,,,1082A,10.1021/jm070685e
1082A-18F30,CN(C)Cc1cc(OCCF)ccc1Sc1ccc(Cl)cc1N,18052090,SD rat,,200.0,55.0,,,,,,,,,,,,,,,,1082A,10.1021/jm070685e
1082A-18F31,CN(C)Cc1cc(OCCF)ccc1Sc1ccc(Br)cc1N,18052090,SD rat,,200.0,55.0,,,,,,,,,,,,,,,,1082A,10.1021/jm070685e
1082A-18F40,CN(C)Cc1cc(OCCCF)ccc1Sc1ccccc1N,18052090,SD rat,,200.0,55.0,,,,,,,,,,,,,,,,1082A,10.1021/jm070685e
1082A-18F41,CN(C)Cc1cc(OCCCF)ccc1Sc1ccc(F)cc1N,18052090,SD rat,,200.0,55.0,,,,,,,,,,,,,,,,1082A,10.1021/jm070685e
1082A-18F42,CN(C)Cc1cc(OCCCF)ccc1Sc1ccc(Br)cc1N,18052090,SD rat,,200.0,55.0,,,,,,,,,,,,,,,,1082A,10.1021/jm070685e
1083-18F-1,CN(C)CC1=CC(OCCF)CC=C1SC1=C(N)CCC=C1,19690040,SD rat,male,285.0,51.0,,,,,,,,,,,,,,,,1083,10.2967/jnumed.108.060723
1083-18F-2,CN(C)CC1=CC(OCCCF)CC=C1SC1=C(N)CCC=C1,19690040,SD rat,male,285.0,51.0,,,,,,,,,,,,,,,,1083,10.2967/jnumed.108.060723
1083-18F-3,CN(C)CC1=CC(OCCCCF)CC=C1SC1=C(N)CCC=C1,19690040,SD rat,male,285.0,51.0,,,,,,,,,,,,,,,,1083,10.2967/jnumed.108.060723
1083-18F-4,CN(C)CC1=CC(OCCCCCF)CC=C1SC1=C(N)CCC=C1,19690040,SD rat,male,285.0,51.0,,,,,,,,,,,,,,,,1083,10.2967/jnumed.108.060723
1085-18F5,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,22011144,SD rat,male,285.0,51.0,,,,,,,,,,,,,,,,1085,10.1021/jm2009106
1090-125I3,O=C(O)CC[C@@H](NC(=O)N[C@H](CCCCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,19053825,NOD-SCID mouse,male,20.0,2.0,,,0.6,7.5,4.5,121.0,0.8,141.0,2.68,,1.5,,1.9,5.6,2.3,1090,10.1021/jm801055h
1090-125I8,O=C(O)CC[C@@H](NC(=O)N[C@H](CCCCNC(=O)c1cncc(I)c1)C(=O)O)C(=O)O,19053825,NOD-SCID mouse,male,20.0,2.0,,,1.1,9.7,2.3,205.0,0.9,13.0,0.9,,0.5,,0.4,1.4,0.8,1090,10.1021/jm801055h
1090-18F6,O=C(O)CC[C@@H](NC(=O)N[C@H](CCCCNC(=O)c1ccc(F)cc1)C(=O)O)C(=O)O,19053825,NOD-SCID mouse,male,20.0,2.0,,,0.7,5.8,0.5,48.0,0.5,7.2,0.56,,0.25,,0.2,,0.3,1090,10.1021/jm801055h
1093-18F19,COCOCC1CCCCC1(c1ccc(CCF)s1)N1CCCCC1,,Wistar rat,male,240.0,7.6,0.2,0.05,0.04,0.2,0.24,0.45,,,,0.2,,,0.07,,,1093,10.1002/(SICI)1099-1344(199601)38:1<77::AID-JLCR815>3.0.CO;2-X
1093-18F4,OCC1CCCCC1(c1ccc(CCF)s1)N1CCCCC1,,Wistar rat,male,240.0,7.6,0.61,0.04,0.02,0.11,0.15,0.23,,,,0.17,,,0.07,,,1093,10.1002/(SICI)1099-1344(199601)38:1<77::AID-JLCR815>3.0.CO;2-X
1094-R18F4,N[C@H](Cc1cn(CCF)nn1)C(=O)O,16948924,Fischer rat,,200.0,275.71,-1.95,0.02,0.14,0.48,0.37,2.39,0.05,0.14,0.23,0.08,,,0.08,0.02,0.43,1094,10.2310/7290.2010.00025
1094-S18F4,N[C@@H](Cc1cn(CCF)nn1)C(=O)O,16948924,Fischer rat,,200.0,275.71,-1.53,0.05,0.23,0.32,0.56,4.79,0.16,0.47,0.23,0.23,,,0.3,0.04,1.12,1094,10.2310/7290.2010.00025
